Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
Combined,Combined_Disky,0.6669249533343888,0.6682343880400766,0.003886151858102262,0.6648348394612603,0.6677705034664333,0.672197774900323,0.3982375421746518,0.3984747167947814,0.0028689296751893143,0.395814152292699,0.39834159040573447,0.40109031891555813,0.15118217212026638,0.15074900559008456,0.003471018995207307,0.14708570420968492,0.15065806107844032,0.1540064531642599,0.09243454122793861,0.09283778406049333,0.001716829611914875,0.09120391653229726,0.09268490739255805,0.09435571396976213
