Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
Combined,Combined_All,0.8189202445602198,0.8105463526416186,0.031396533484068595,0.7788984563271485,0.8190842216259423,0.8217072822839444,0.325941185313303,0.3578315166420178,0.04570000027142978,0.32545393806526035,0.32728458198732746,0.4183895862045296,0.05780037874955392,0.14281816787857948,0.13379588852117774,0.055238059237530474,0.05780037874955392,0.3092438863603798,0.16333435770031712,0.18469707074126268,0.12026126272186757,0.115323945343833,0.1636068859802102,0.2678762520510294
