Category,N_Halos,B/A_max_prob,B/A_mean,C/A_max_prob,C/A_mean,sigmaB_max_prob,sigmaB_mean,sigmaC_max_prob,sigmaC_mean
Superbubble,20,0.715883854860575,0.7252249868775996,0.6571168888466753,0.6039105894256742,0.12043887711608879,0.11746972982508803,0.23730716553306275,0.2127403986963947
Blastwave,19,0.7403432090092434,0.7420047182123689,0.5216783348372209,0.5226378762382279,0.1021712253519675,0.10344336357444091,0.13527461994703494,0.13591203525571982
