Category,N_Halos,B/A_max_prob,B/A_mean,C/A_max_prob,C/A_mean,sigmaB_max_prob,sigmaB_mean,sigmaC_max_prob,sigmaC_mean
Klein_low,35,0.7709344745326395,0.7722398198349311,0.33449942496024815,0.3363691684480658,0.14385852586334774,0.1462549209506335,0.11032512340858598,0.1125092670512196
Klein_med,9,0.822538115557333,0.8237414923306743,0.49708286998795653,0.4945873764191989,0.07355181240000487,0.07791449323290164,0.20012784566491468,0.20459711101681427
