Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
Combined,All galaxies,0.7606331176848115,0.7597987267347585,0.002520940963220458,0.7572040807657953,0.7598984086668915,0.7622198715077456,0.396222078154746,0.3981121356532528,0.002967670448315114,0.39514782227234574,0.3979692842297961,0.4010776780719634,0.10561997659563432,0.10673879417334323,0.002417266289658229,0.10431483018489582,0.10658230705675772,0.10897395572826342,0.12660227224357265,0.12776317138811027,0.0023721742497332127,0.1253021140912223,0.12780471392230394,0.13006524266447758
