Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
elektra.cosmo25cmb.4096g5HbwK1BH,4,0.47498023106055604,0.5189379918746391,0.07078112496575059,0.47232066108290915,0.4747382612527337,0.6110699559359589,0.4099663278120591,0.4153371849686683,0.025850527684438383,0.40775634729456606,0.411240654401737,0.4193643969344023,0.0025106980849447886,0.07183720079243501,0.1096265567868156,0.0034766625454697147,0.012527118776830805,0.20525045030446762,0.0028346809801312917,0.0581767131325611,0.12871649471157673,0.0014405648329120849,0.004524254901939862,0.022898285902299
elektra.cosmo25cmb.4096g5HbwK1BH,5,0.6281219150331454,0.6468101339895067,0.03752767632786922,0.6275446911653884,0.6320133167004289,0.668432406949893,0.43586031440880935,0.4534305381948352,0.036831075048674965,0.4349628841620473,0.4361914672607953,0.5033682976255693,0.03526064597036916,0.08386092551220262,0.10795522356211525,0.036414029501347506,0.039320145294231654,0.13136528325206262,0.024840898770673747,0.06919255915124572,0.12236941378711533,0.02246752436987958,0.023779846364415727,0.055124111273474365
elektra.cosmo25cmb.4096g5HbwK1BH,6,0.4359340282548627,0.4780715634511335,0.05802239537505199,0.44151532507653724,0.4483109960806318,0.5519839208655232,0.2627775173286047,0.2892706425368619,0.04308013325882554,0.2629720992455824,0.26447734852638605,0.34680658950270965,0.001988878929924001,0.06222104553322223,0.1065486936445096,0.003453003711676961,0.026385257564749194,0.09113986281104552,0.02145149964954924,0.09633240040743263,0.12818937521116633,0.021694382503759678,0.022877170952953073,0.27143690147215055
elektra.cosmo25cmb.4096g5HbwK1BH,9,0.8369932783149829,0.8529224733677716,0.02753101176495922,0.8364545410697081,0.8467065045943629,0.875738710330302,0.7006864507333965,0.7175977693970336,0.03542714439314298,0.6987232515968018,0.7005468468439121,0.7691678340117922,0.030364690539723696,0.09024392231370723,0.11020481617239868,0.02014392702698594,0.030559973233537353,0.2570841135668876,0.014653362758880246,0.07569197617032457,0.12782019519896895,0.009893379606661076,0.014491791637157598,0.21780753464260505
elektra.cosmo25cmb.4096g5HbwK1BH,10,0.8148462774940276,0.8360830702496092,0.04039494504094316,0.816966728278209,0.8264014075122891,0.8562596432300154,0.6672132963738436,0.6940983426730376,0.04163467585804977,0.6657440688623198,0.6670268188121944,0.7506133327205876,0.025203043537758093,0.08399417519676124,0.12995749229026216,0.0,0.026242461824431424,0.2463932536394544,0.016155827899779773,0.1017920367636748,0.13858634313720883,0.006242518650726796,0.015358152943098474,0.28203418861943697
h229.cosmo50PLK.3072gst5HbwK1BH,2,0.8731566016437114,0.8486830322634543,0.04440766556500977,0.7976605338218592,0.8707271591957572,0.8734664907056677,0.29658548736817714,0.31841544647684156,0.042232041537283486,0.2954807358831931,0.2968587628812558,0.35264963076487715,0.00780039012925234,0.0980458430073356,0.14857717677436788,0.006421651568822472,0.011522637904030906,0.3173366012134074,0.036580074508655795,0.09944914713715836,0.12036555800717554,0.036201065842978816,0.037472640042942144,0.24297445389116273
h229.cosmo50PLK.3072gst5HbwK1BH,3,0.5905999822063203,0.6284237463110015,0.06582924597615716,0.5894402005939773,0.590918189525137,0.6934849371459405,0.47066393661519584,0.48697767903527006,0.03664966195876579,0.47060215482917933,0.471451388984692,0.5254103395085007,0.0012766543917784809,0.07424306630076684,0.14211372493573485,0.0009547918290881956,0.0034809321289400136,0.2514867619824588,0.0007987979455576027,0.0657227239737224,0.11784387749382712,0.0012353810285431594,0.004157604485777894,0.20887830533546167
h229.cosmo50PLK.3072gst5HbwK1BH,5,0.8707305185559403,0.84973316191334,0.04361069941893468,0.8026618520210557,0.8695264171516573,0.870907588434708,0.4377282963457536,0.45187080116059103,0.03146734470947707,0.4369536349709257,0.4390237442414041,0.4756814156990453,0.003979082363865574,0.06668933543796282,0.12806009935821383,0.0016516902837805597,0.005569234453730085,0.22674986404997238,0.07673864107195093,0.10636556971906296,0.09475730293770332,0.0746459476118649,0.07674602427275254,0.11084099498277684
h229.cosmo50PLK.3072gst5HbwK1BH,6,0.8945170145421286,0.8682887854220408,0.04218144729016906,0.8113197460100741,0.8902560690714094,0.8966304960300949,0.43474031340030317,0.4552354667023736,0.044059201832009516,0.4347699861755355,0.43692985230434217,0.4890006508944772,0.05664649114620873,0.12959175799540698,0.12609789475988725,0.05399035038243779,0.060073424349056166,0.29905108312179773,0.0657207161128761,0.11558482421238057,0.12330206857111263,0.06450852703104965,0.06695921614580892,0.22320680662561573
h229.cosmo50PLK.3072gst5HbwK1BH,18,0.9712956707822142,0.9192429971419783,0.04326501030314669,0.8678724513426561,0.9166011672253033,0.9724215976702139,0.8320898924625548,0.8397582135259206,0.030865561128082242,0.8303728890301324,0.8321348851179995,0.8620686654723407,0.006453052019986442,0.06222810956662534,0.09327864159274075,0.00017605598400638887,0.006796711118529441,0.15640312264832623,0.0007986614690794324,0.08658019163425659,0.13078251953730793,0.0003673071639499776,0.003563730558533388,0.21128876527323587
h242.cosmo50PLK.3072gst5HbwK1BH,8,0.7708204654561204,0.7661304710234934,0.03192531217798207,0.7654856837089967,0.770071020585499,0.7744726334501354,0.3264754312858374,0.35643609797770615,0.05131700559265114,0.3268095942183363,0.32804970548851997,0.4193331029725921,0.030755968012476202,0.1182041465667966,0.15810038282450503,0.026252692222739033,0.030184885962233173,0.35173245759541993,0.010258535442098251,0.04985634486480907,0.10904954862857673,0.009879910220279696,0.011424202079588346,0.013123672645919859
h242.cosmo50PLK.3072gst5HbwK1BH,10,0.8587695947294175,0.8526456552545982,0.025261219434659275,0.8426622957108855,0.8564699175264033,0.8602340310425993,0.5580714779590243,0.584238374547136,0.045428709802988826,0.5561819044455507,0.5574999317577048,0.624638991832559,0.00704645137223329,0.08860482040403415,0.14358794780860287,0.0051277900747306775,0.007892427928087488,0.2516684047711562,0.018861805038810974,0.08042789673599149,0.13691742368012483,0.015665039057534573,0.017359298458216963,0.21524199052312315
h242.cosmo50PLK.3072gst5HbwK1BH,11,0.8894561242921342,0.8639690790118532,0.04631487286846296,0.7977467876122015,0.8882291906559608,0.8899792501709448,0.458344918756719,0.4884380317561463,0.04963822207331005,0.457876240908294,0.45914692667405393,0.5520620400977515,0.0017086094221344114,0.1109850353497136,0.15698958452685136,0.0022327550305253504,0.005682889698358057,0.314836987395268,0.013092976509412445,0.08014629479518467,0.14227170925178315,0.011851410118178989,0.013834022487007592,0.17298808431229845
h242.cosmo50PLK.3072gst5HbwK1BH,13,0.8738316440893765,0.8822912477038414,0.0334306693195978,0.8686087996171661,0.8752979576437568,0.9110776068609423,0.6969339231247605,0.7347237150806245,0.05014628741349776,0.6958306867626706,0.6986020791704605,0.7980727669199138,0.005224471088431144,0.07807586500241213,0.11383695387932839,0.0035776971073404286,0.017733836033947237,0.20571077212964084,0.014277779065523275,0.08341419940062297,0.11999752032543347,0.010925351669326067,0.014224254419999815,0.22797259901271402
h242.cosmo50PLK.3072gst5HbwK1BH,20,0.8111346313922826,0.8446691009682366,0.042533183842698455,0.8090335061224678,0.8225388923944635,0.8961248635398038,0.6176546367412364,0.6407536209333606,0.04635840895444346,0.616287225888279,0.6179719770578006,0.6872264336416055,0.12381673294486013,0.14589543961695048,0.11256513738133737,0.05797734963853949,0.11983665666921131,0.2654898099031907,0.002832164365122923,0.07129830309188352,0.11694262311080175,0.0,0.006098818143519817,0.24077226242417854
h242.cosmo50PLK.3072gst5HbwK1BH,26,0.740275194963711,0.7502021933528671,0.027600947662883797,0.7406953629955857,0.7470187666492095,0.7585666727164841,0.541218529650635,0.5616627148662088,0.037251731372448686,0.540459149974002,0.5413221614087037,0.5926475785153639,0.017041936244598224,0.08613109465909831,0.13591057554885463,0.009670951953502128,0.013744349515344784,0.23723395829776503,0.001475729014126877,0.06351053996138561,0.11403223811353384,0.0036478410595793724,0.008003529238721196,0.24200398321746522
h329.cosmo50PLK.3072gst5HbwK1BH,7,0.8320982727143766,0.8503173998402139,0.03248572108108908,0.8311977186740589,0.8331667644313642,0.8816113089867879,0.7320358826096811,0.7585559816212444,0.04307066358611237,0.7321497285068692,0.7341917189051275,0.8086141726794723,0.001598834980402976,0.06523599920443147,0.11444944638253458,0.0,0.002229615955244557,0.20619344617219193,0.024268851554762938,0.10805244175815144,0.12416375609331073,0.025935940715056345,0.028163854943692626,0.2340386394095923
r1023.romulus25.3072g1HsbBH,2,0.6864043784976057,0.7215291288032067,0.056553059911915636,0.6849383967742904,0.6863397443819427,0.7871616431500399,0.5548926130961945,0.5776487873622601,0.04419710179078404,0.5551823726485235,0.5562766486866262,0.612805154610942,0.00864076458650479,0.05402918894792923,0.1021333235029534,0.006769478338651194,0.009870356839322537,0.11009392954588457,0.008500397031223354,0.0736959595017165,0.1241511611745724,0.008220583269362694,0.009913021704344835,0.24384628920058812
r431.romulus25.3072g1HsbBH,1,0.8547499963536193,0.8110966794149834,0.05740670349626443,0.7367573469879387,0.8532718185549143,0.8554171332091128,0.12445811729400215,0.17890164594155053,0.06667173304189612,0.12515102494753497,0.1268562630077067,0.2665498179042116,0.000148345021064016,0.10873294359958927,0.16103671733595118,0.001709710543589514,0.004287914288981947,0.3115788936355594,0.02031754912714003,0.13881324048985894,0.1757757534490396,0.01964712581899996,0.021451279848095348,0.3855914673235366
r442.romulus25.3072g1HsbBH,1,0.8085409284370542,0.7813603190300519,0.05071728312219858,0.7292353826948664,0.8074821592062417,0.809829398126738,0.2389870911656208,0.28395824062686253,0.06682702622732158,0.23814323902484635,0.23991636777174064,0.3647936803077953,0.0020501090976902873,0.12142235287130448,0.1844921815404072,0.001515408005792254,0.00708245463207599,0.3910250170565923,0.01973756628887329,0.09901825352245382,0.14482819485061685,0.018425088307500333,0.020316894448695465,0.2212797851147075
r468.romulus25.3072g1HsbBH,1,0.8428528354767099,0.8458934948932361,0.029548209534930203,0.8404806699490205,0.8432336632960732,0.8576928693602893,0.6297434989183346,0.6479312942374544,0.03474455681116157,0.628407422822821,0.6298928856814722,0.6890235597176642,0.0008106504536901306,0.07332363022061274,0.1386521532222856,0.0008106504536901306,0.003401233304743803,0.23455013753437845,0.03938725166224257,0.09880628015611394,0.11493085302298249,0.03800583207612448,0.039362532223302445,0.2191275849515946
r488.romulus25.3072g1HsbBH,1,0.5624872541515836,0.6014377106924031,0.06251287837697546,0.5632558512182714,0.5652439086832386,0.6782580134293207,0.40341494489402596,0.4247965607451253,0.042479255056350626,0.4009402611662591,0.40237432639929716,0.4887754639483298,0.0046952374601879066,0.0854935172843236,0.14802522611726107,0.004948212561577246,0.009037438760546333,0.26072412560585007,0.020728806599982583,0.08074983738331666,0.12785921428945105,0.01702516899596431,0.01898870097886267,0.23908132014629974
r489.romulus25.3072g1HsbBH,1,0.6437523050727079,0.6527525922055795,0.02955344221310898,0.6421287594225444,0.6528993675868074,0.6583360315012222,0.21766931630897604,0.2443103189543621,0.049965524858348924,0.21850545935549828,0.2210864762212471,0.28024690571897204,0.07879162151284108,0.12620270728571914,0.13097945139800288,0.06360740847844781,0.069980090525715,0.28747427520538626,0.03883000487874455,0.08796480879183648,0.11376945961804837,0.03883000487874455,0.04174937243892776,0.1739674885361237
