Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
Combined,Combined_KF_low,0.7515230668633917,0.7536028877044658,0.017451257675764702,0.7502518976709736,0.7515473609621901,0.7525559744642399,0.5421019070321135,0.5435852163448134,0.010106136165821665,0.5385490869187312,0.5427890070083091,0.5456482656798082,0.11168000182906647,0.1142171453342894,0.022108935675280342,0.1101135357518071,0.11151917230341393,0.1127194345201765,0.1679250299772875,0.1684413854682689,0.007490258593105741,0.16733759811138535,0.16951577995437306,0.1709729703396289
